gene_name	query	indication_meshId	indication_meshName	clinical_success
ANGPT2	[MASK] is a promising drug target for the treatment of medulloblastoma.	D008527	Medulloblastoma	0
ANGPT2	[MASK] is a promising drug target for the treatment of pneumonia.	D011014	Pneumonia	0
ANGPT2	[MASK] is a promising drug target for the treatment of respiratory distress syndrome.	D012128	Respiratory Distress Syndrome	0
ANGPT2	[MASK] is a promising drug target for the treatment of colorectal neoplasms.	D015179	Colorectal Neoplasms	0
ANGPT2	[MASK] is a promising drug target for the treatment of wet macular degeneration.	D057135	Wet Macular Degeneration	1
ANGPTL3	[MASK] is a promising drug target for the treatment of type 2 diabetes mellitus.	D003924	Diabetes Mellitus, Type 2	0
ANGPTL3	[MASK] is a promising drug target for the treatment of hyperlipoproteinemia type ii.	D006938	Hyperlipoproteinemia Type II	1
ANGPTL3	[MASK] is a promising drug target for the treatment of lipodystrophy.	D008060	Lipodystrophy	0
ANGPTL3	[MASK] is a promising drug target for the treatment of hyperlipoproteinemia type i.	D008072	Hyperlipoproteinemia Type I	0
ANGPTL3	[MASK] is a promising drug target for the treatment of dyslipidemias.	D050171	Dyslipidemias	0
ANGPTL3	[MASK] is a promising drug target for the treatment of non-alcoholic fatty liver disease.	D065626	Non-alcoholic Fatty Liver Disease	0
ANPEP	[MASK] is a promising drug target for the treatment of acne vulgaris.	D000152	Acne Vulgaris	0
ANPEP	[MASK] is a promising drug target for the treatment of rheumatoid arthritis.	D001172	Arthritis, Rheumatoid	0
ANPEP	[MASK] is a promising drug target for the treatment of breast neoplasms.	D001943	Breast Neoplasms	1
ANPEP	[MASK] is a promising drug target for the treatment of diabetic neuropathies.	D003929	Diabetic Neuropathies	0
ANPEP	[MASK] is a promising drug target for the treatment of head and neck neoplasms.	D006258	Head and Neck Neoplasms	1
ANPEP	[MASK] is a promising drug target for the treatment of hodgkin disease.	D006689	Hodgkin Disease	1
ANPEP	[MASK] is a promising drug target for the treatment of non-hodgkin lymphoma.	D008228	Lymphoma, Non-Hodgkin	1
ANPEP	[MASK] is a promising drug target for the treatment of multiple myeloma.	D009101	Multiple Myeloma	1
ANPEP	[MASK] is a promising drug target for the treatment of wilms tumor.	D009396	Wilms Tumor	1
ANPEP	[MASK] is a promising drug target for the treatment of neuralgia.	D009437	Neuralgia	0
ANPEP	[MASK] is a promising drug target for the treatment of neuroblastoma.	D009447	Neuroblastoma	1
ANPEP	[MASK] is a promising drug target for the treatment of ovarian neoplasms.	D010051	Ovarian Neoplasms	1
ANPEP	[MASK] is a promising drug target for the treatment of prostatic neoplasms.	D011471	Prostatic Neoplasms	1
ANPEP	[MASK] is a promising drug target for the treatment of psoriasis.	D011565	Psoriasis	0
ANPEP	[MASK] is a promising drug target for the treatment of rhabdomyosarcoma.	D012208	Rhabdomyosarcoma	1
ANPEP	[MASK] is a promising drug target for the treatment of sarcoma.	D012509	Sarcoma	1
ANPEP	[MASK] is a promising drug target for the treatment of ewing sarcoma.	D012512	Sarcoma, Ewing	1
ANPEP	[MASK] is a promising drug target for the treatment of osteosarcoma.	D012516	Osteosarcoma	1
ANPEP	[MASK] is a promising drug target for the treatment of stomach neoplasms.	D013274	Stomach Neoplasms	1
ANPEP	[MASK] is a promising drug target for the treatment of thyroid neoplasms.	D013964	Thyroid Neoplasms	1
ANPEP	[MASK] is a promising drug target for the treatment of b-cell chronic lymphocytic leukemia.	D015451	Leukemia, Lymphocytic, Chronic, B-Cell	1
ANPEP	[MASK] is a promising drug target for the treatment of acute myeloid leukemia.	D015470	Leukemia, Myeloid, Acute	1
ANPEP	[MASK] is a promising drug target for the treatment of endometrial neoplasms.	D016889	Endometrial Neoplasms	1
ANPEP	[MASK] is a promising drug target for the treatment of precursor cell lymphoblastic leukemia-lymphoma.	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	1
ANXA5	[MASK] is a promising drug target for the treatment of diagnosis.	D003933	Diagnosis	0
ANXA5	[MASK] is a promising drug target for the treatment of cardiovascular diagnostic techniques.	D003935	Diagnostic Techniques, Cardiovascular	0
AOC3	[MASK] is a promising drug target for the treatment of rheumatoid arthritis.	D001172	Arthritis, Rheumatoid	0
AOC3	[MASK] is a promising drug target for the treatment of diabetic nephropathies.	D003928	Diabetic Nephropathies	0
AOC3	[MASK] is a promising drug target for the treatment of diabetic retinopathy.	D003930	Diabetic Retinopathy	0
AOC3	[MASK] is a promising drug target for the treatment of macular edema.	D008269	Macular Edema	0
AOC3	[MASK] is a promising drug target for the treatment of multiple sclerosis.	D009103	Multiple Sclerosis	0
AOC3	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	0
AOC3	[MASK] is a promising drug target for the treatment of proteinuria.	D011507	Proteinuria	0
AOC3	[MASK] is a promising drug target for the treatment of psoriasis.	D011565	Psoriasis	0
AOC3	[MASK] is a promising drug target for the treatment of respiratory distress syndrome.	D012128	Respiratory Distress Syndrome	0
AOC3	[MASK] is a promising drug target for the treatment of sclerosing cholangitis.	D015209	Cholangitis, Sclerosing	0
AOC3	[MASK] is a promising drug target for the treatment of inflammatory bowel diseases.	D015212	Inflammatory Bowel Diseases	0
AOC3	[MASK] is a promising drug target for the treatment of chronic obstructive pulmonary disease.	D029424	Pulmonary Disease, Chronic Obstructive	0
AOC3	[MASK] is a promising drug target for the treatment of nociceptive pain.	D059226	Nociceptive Pain	0
AOC3	[MASK] is a promising drug target for the treatment of musculoskeletal pain.	D059352	Musculoskeletal Pain	0
AOC3	[MASK] is a promising drug target for the treatment of non-alcoholic fatty liver disease.	D065626	Non-alcoholic Fatty Liver Disease	0
APCS	[MASK] is a promising drug target for the treatment of idiopathic pulmonary fibrosis.	D054990	Idiopathic Pulmonary Fibrosis	0
APCS	[MASK] is a promising drug target for the treatment of primary myelofibrosis.	D055728	Primary Myelofibrosis	0
APOA1	[MASK] is a promising drug target for the treatment of hyperlipoproteinemia type ii.	D006938	Hyperlipoproteinemia Type II	0
APOA1	[MASK] is a promising drug target for the treatment of atherosclerosis.	D050197	Atherosclerosis	0
APOA1	[MASK] is a promising drug target for the treatment of hypoalphalipoproteinemias.	D052456	Hypoalphalipoproteinemias	0
APOA1	[MASK] is a promising drug target for the treatment of acute coronary syndrome.	D054058	Acute Coronary Syndrome	0
APOBEC3G	[MASK] is a promising drug target for the treatment of seasonal allergic rhinitis.	D006255	Rhinitis, Allergic, Seasonal	0
APOBEC3G	[MASK] is a promising drug target for the treatment of hiv infections.	D015658	HIV Infections	0
APOC3	[MASK] is a promising drug target for the treatment of type 2 diabetes mellitus.	D003924	Diabetes Mellitus, Type 2	0
APOC3	[MASK] is a promising drug target for the treatment of lipodystrophy.	D008060	Lipodystrophy	1
APOC3	[MASK] is a promising drug target for the treatment of hyperlipoproteinemia type i.	D008072	Hyperlipoproteinemia Type I	1
APOC3	[MASK] is a promising drug target for the treatment of hypertriglyceridemia.	D015228	Hypertriglyceridemia	1
APOE	[MASK] is a promising drug target for the treatment of hyperlipoproteinemia type ii.	D006938	Hyperlipoproteinemia Type II	0
APP	[MASK] is a promising drug target for the treatment of alzheimer disease.	D000544	Alzheimer Disease	1
APP	[MASK] is a promising drug target for the treatment of amyotrophic lateral sclerosis.	D000690	Amyotrophic lateral sclerosis	0
APP	[MASK] is a promising drug target for the treatment of neurological diagnostic techniques.	D003943	Diagnostic Techniques, Neurological	1
APP	[MASK] is a promising drug target for the treatment of geographic atrophy.	D057092	Geographic Atrophy	0
AR	[MASK] is a promising drug target for the treatment of covid-19.	D000086382	COVID-19	0
AR	[MASK] is a promising drug target for the treatment of cachexia.	D002100	Cachexia	0
AR	[MASK] is a promising drug target for the treatment of dyspareunia.	D004414	Dyspareunia	1
AR	[MASK] is a promising drug target for the treatment of eye diseases.	D005128	Eye Diseases	0
AR	[MASK] is a promising drug target for the treatment of hypogonadism.	D007006	Hypogonadism	1
AR	[MASK] is a promising drug target for the treatment of induced labor.	D007751	Labor, Induced	1
AR	[MASK] is a promising drug target for the treatment of liver neoplasms.	D008113	Liver Neoplasms	0
AR	[MASK] is a promising drug target for the treatment of menopause.	D008593	Menopause	1
AR	[MASK] is a promising drug target for the treatment of muscular atrophy.	D009133	Muscular Atrophy	0
AR	[MASK] is a promising drug target for the treatment of osteoporosis.	D010024	Osteoporosis	0
AR	[MASK] is a promising drug target for the treatment of prostatic neoplasms.	D011471	Prostatic Neoplasms	1
AR	[MASK] is a promising drug target for the treatment of physiological sexual dysfunction.	D012735	Sexual Dysfunction, Physiological	1
AR	[MASK] is a promising drug target for the treatment of dry eye syndromes.	D015352	Dry Eye Syndromes	0
AR	[MASK] is a promising drug target for the treatment of psychological sexual dysfunctions.	D020018	Sexual Dysfunctions, Psychological	1
AR	[MASK] is a promising drug target for the treatment of hormone replacement therapy.	D020249	Hormone Replacement Therapy	1
AR	[MASK] is a promising drug target for the treatment of chronic obstructive pulmonary disease.	D029424	Pulmonary Disease, Chronic Obstructive	0
AR	[MASK] is a promising drug target for the treatment of atrophic vaginitis.	D059268	Atrophic Vaginitis	1
ARG1	[MASK] is a promising drug target for the treatment of urinary bladder neoplasms.	D001749	Urinary Bladder Neoplasms	0
ARG1	[MASK] is a promising drug target for the treatment of non-small-cell lung carcinoma.	D002289	Carcinoma, Non-Small-Cell Lung	0
ARG1	[MASK] is a promising drug target for the treatment of esophageal neoplasms.	D004938	Esophageal Neoplasms	0
ARG1	[MASK] is a promising drug target for the treatment of head and neck neoplasms.	D006258	Head and Neck Neoplasms	0
ARG1	[MASK] is a promising drug target for the treatment of kidney neoplasms.	D007680	Kidney Neoplasms	0
ARG1	[MASK] is a promising drug target for the treatment of liver neoplasms.	D008113	Liver Neoplasms	0
ARG1	[MASK] is a promising drug target for the treatment of melanoma.	D008545	Melanoma	0
ARG1	[MASK] is a promising drug target for the treatment of multiple myeloma.	D009101	Multiple Myeloma	0
ARG1	[MASK] is a promising drug target for the treatment of stomach neoplasms.	D013274	Stomach Neoplasms	0
ARG1	[MASK] is a promising drug target for the treatment of colorectal neoplasms.	D015179	Colorectal Neoplasms	0
ARG1	[MASK] is a promising drug target for the treatment of acute myeloid leukemia.	D015470	Leukemia, Myeloid, Acute	0
ARG2	[MASK] is a promising drug target for the treatment of urinary bladder neoplasms.	D001749	Urinary Bladder Neoplasms	0
ARG2	[MASK] is a promising drug target for the treatment of non-small-cell lung carcinoma.	D002289	Carcinoma, Non-Small-Cell Lung	0
ARG2	[MASK] is a promising drug target for the treatment of esophageal neoplasms.	D004938	Esophageal Neoplasms	0
ARG2	[MASK] is a promising drug target for the treatment of head and neck neoplasms.	D006258	Head and Neck Neoplasms	0
ARG2	[MASK] is a promising drug target for the treatment of kidney neoplasms.	D007680	Kidney Neoplasms	0
ARG2	[MASK] is a promising drug target for the treatment of melanoma.	D008545	Melanoma	0
ARG2	[MASK] is a promising drug target for the treatment of multiple myeloma.	D009101	Multiple Myeloma	0
ARG2	[MASK] is a promising drug target for the treatment of stomach neoplasms.	D013274	Stomach Neoplasms	0
ARG2	[MASK] is a promising drug target for the treatment of colorectal neoplasms.	D015179	Colorectal Neoplasms	0
ASPH	[MASK] is a promising drug target for the treatment of head and neck neoplasms.	D006258	Head and Neck Neoplasms	0
ASPH	[MASK] is a promising drug target for the treatment of squamous cell neoplasms.	D018307	Neoplasms, Squamous cell	0
ATP1A1	[MASK] is a promising drug target for the treatment of brain neoplasms.	D001932	Brain Neoplasms	0
ATP1A1	[MASK] is a promising drug target for the treatment of peptic esophagitis.	D004942	Esophagitis, Peptic	0
ATP1A1	[MASK] is a promising drug target for the treatment of gastroesophageal reflux.	D005764	Gastroesophageal Reflux	1
ATP1A1	[MASK] is a promising drug target for the treatment of glioblastoma.	D005909	Glioblastoma	0
ATP1A1	[MASK] is a promising drug target for the treatment of head and neck neoplasms.	D006258	Head and Neck Neoplasms	0
ATP1A1	[MASK] is a promising drug target for the treatment of heart failure.	D006333	Heart Failure	0
ATP1A1	[MASK] is a promising drug target for the treatment of medulloblastoma.	D008527	Medulloblastoma	0
ATP1A1	[MASK] is a promising drug target for the treatment of peptic ulcer.	D010437	Peptic Ulcer	0
ATP4A	[MASK] is a promising drug target for the treatment of duodenal ulcer.	D004381	Duodenal Ulcer	1
ATP4A	[MASK] is a promising drug target for the treatment of peptic esophagitis.	D004942	Esophagitis, Peptic	1
ATP4A	[MASK] is a promising drug target for the treatment of gastritis.	D005756	Gastritis	1
ATP4A	[MASK] is a promising drug target for the treatment of gastroesophageal reflux.	D005764	Gastroesophageal Reflux	1
ATP4A	[MASK] is a promising drug target for the treatment of stomach ulcer.	D013276	Stomach Ulcer	1
ATP4A	[MASK] is a promising drug target for the treatment of ulcer.	D014456	Ulcer	1
ATP4A	[MASK] is a promising drug target for the treatment of zollinger-ellison syndrome.	D015043	Zollinger-Ellison Syndrome	1
ATP4A	[MASK] is a promising drug target for the treatment of helicobacter infections.	D016481	Helicobacter Infections	1
ATR	[MASK] is a promising drug target for the treatment of breast neoplasms.	D001943	Breast Neoplasms	0
AURKA	[MASK] is a promising drug target for the treatment of esophageal neoplasms.	D004938	Esophageal Neoplasms	0
AURKA	[MASK] is a promising drug target for the treatment of fallopian tube neoplasms.	D005185	Fallopian Tube Neoplasms	0
AURKA	[MASK] is a promising drug target for the treatment of head and neck neoplasms.	D006258	Head and Neck Neoplasms	0
AURKA	[MASK] is a promising drug target for the treatment of kidney neoplasms.	D007680	Kidney Neoplasms	0
